sseqid	description	tax_id	tax_name	name_id
XP_009057694.1	hypothetical protein	Lottia gigantea	225164	
XP_021370513.1	"dynein heavy chain 10, axonemal-like"	Mizuhopecten yessoensis	6573	LOC110461388
XP_046839839.1	dynein axonemal heavy chain 10-like	Xenia sp. Carnegie-2017	2897299	
PAA87813.1				
XP_048303158.1	dynein axonemal heavy chain 10	Myodes glareolus	447135	
XP_048582473.1	dynein axonemal heavy chain 10-like	Nematostella vectensis	45351	
XP_034344901.1	dynein axonemal heavy chain 10	Arvicanthis niloticus	61156	ENSANLG00005024704
XP_028621879.1	dynein axonemal heavy chain 10	Grammomys surdaster	491861	
XP_055949303.1				
XP_007646600.1	dynein axonemal heavy chain 10	Cricetulus griseus	10029	
KAF8773591.1				
XP_033810045.1	dynein axonemal heavy chain 10	Geotrypetes seraphini	260995	
XP_041347231.1	tigger transposable element-derived protein 4-like	Gigantopelta aegis	1735272	LOC121367165
XP_035212025.1	tigger transposable element-derived protein 6-like	Stegodyphus dumicola	202533	LOC118186108
XP_052071173.1	tigger transposable element-derived protein 4-like	Mytilus californianus	6549	
WGH24690.1				
XP_033761525.1	tigger transposable element-derived protein 4-like	Pecten maximus	6579	LOC117343290
QVX31432.1				
XP_022172208.1	tigger transposable element-derived protein 6-like	Myzus persicae	13164	LOC111035030
MCG8079327.1				
XP_014354320.1	tigger transposable element-derived protein 4-like	Latimeria chalumnae	7897	
XP_057336463.1	tigger transposable element-derived protein 4-like	Microplitis mediator	375433	
XP_008182065.1	tigger transposable element-derived protein 6-like	Acyrthosiphon pisum	7029	LOC103309140
XP_008179528.1	tigger transposable element-derived protein 4	Acyrthosiphon pisum	7029	
WP_259286123.1				
XP_021695234.1	tigger transposable element-derived protein 4-like	Aedes aegypti	7159	
WGH24606.1				
XP_054259576.1	tigger transposable element-derived protein 6-like	Macrosteles quadrilineatus	74068	LOC128984295
XP_002735168.1	tigger transposable element-derived protein 6-like	Saccoglossus kowalevskii	10224	LOC100374421
XP_028677229.1	tigger transposable element-derived protein 4-like	Erpetoichthys calabaricus	27687	
XP_045464477.1	tigger transposable element-derived protein 6-like	Harmonia axyridis	115357	
VVC27512.1				
XP_043480608.1	tigger transposable element-derived protein 4-like	Leptopilina heterotoma	63436	
XP_014260374.1	tigger transposable element-derived protein 6	Cimex lectularius	79782	LOC106673005
XP_039953998.1	tigger transposable element-derived protein 6-like	Bactrocera tryoni	59916	LOC120770522
XP_002734936.2	tigger transposable element-derived protein 6-like	Saccoglossus kowalevskii	10224	LOC100373863
XP_050339345.1	tigger transposable element-derived protein 4-like	Bactrocera neohumeralis	98809	LOC126765680
XP_021945545.1				
XP_050520008.1	tigger transposable element-derived protein 6-like	Daktulosphaira vitifoliae	58002	LOC126893647
XP_013783149.1				
CAH2106856.1				
CAB3252707.1				
XP_035212025.1	tigger transposable element-derived protein 6-like	Stegodyphus dumicola	202533	LOC118186108
CAI6376720.1				
XP_008179528.1	tigger transposable element-derived protein 4	Acyrthosiphon pisum	7029	
CAH2099452.1				
XP_050056126.1	tigger transposable element-derived protein 6-like	Aphis gossypii	80765	
XP_008182065.1	tigger transposable element-derived protein 6-like	Acyrthosiphon pisum	7029	LOC103309140
XP_043467039.1	tigger transposable element-derived protein 4-like	Leptopilina heterotoma	63436	
CAI6349299.1				
XP_057336463.1	tigger transposable element-derived protein 4-like	Microplitis mediator	375433	
XP_045462918.1	tigger transposable element-derived protein 6-like	Harmonia axyridis	115357	
XP_045464477.1	tigger transposable element-derived protein 6-like	Harmonia axyridis	115357	
XP_021695234.1	tigger transposable element-derived protein 4-like	Aedes aegypti	7159	
UPR02220.1				
XP_045480271.1	tigger transposable element-derived protein 6-like	Harmonia axyridis	115357	
XP_045460187.1	tigger transposable element-derived protein 6-like	Harmonia axyridis	115357	
XP_052071173.1	tigger transposable element-derived protein 4-like	Mytilus californianus	6549	
KAI9551044.1				
ETB57547.1				
XP_724759.2				
APC25004.1				
KAI8598473.1				
KAJ8309151.1				
KAJ8300935.1				
XP_053952063.1	tigger transposable element-derived protein 6-like	Anastrepha ludens	28586	
QUB02984.1				
XP_033761525.1	tigger transposable element-derived protein 4-like	Pecten maximus	6579	LOC117343290
XP_045030620.1	uncharacterized LOC123473640	Daphnia magna	35525	LOC123473640
CAG9565519.1				
TMW62031.1				
EFO86796.1				
CAG9565363.1				
CAG9568313.1				
OXA40618.1				
CAF3465208.1				
KAJ8728532.1				
CAG5018692.1				
GBM64038.1				
GBM53193.1				
GFX11889.1				
BEH03872.1				
QRD99248.1				
XP_052833729.1				
WJJ45075.1				
WJJ45155.1				
XP_023244569.1				
XP_034481052.1				
XP_050551752.1	transposable element Tcb2 transposase	Spodoptera frugiperda	7108	
QUB02984.1				
CAF0824729.1				
TMW41108.1				
XP_054919554.1				
XP_025831980.1	transposable element Tcb2 transposase	Agrilus planipennis	224129	LOC112904925
YP_003795227.1	Orf1636	Proteromonas lacertae	42746	
KAJ7325628.1				
YP_010530156.1	RNA polymerase b''-subunit	Ulva torta	932731	
XP_055373246.1				
XP_005179013.1	26S proteasome regulatory subunit 7	Musca domestica	7370	
XP_053963222.1	26S proteasome regulatory subunit 7	Anastrepha ludens	28586	
XP_049514100.1				
ALC42026.1				
XP_014675036.1				
CAF0845482.1				
CAF1307797.1				
XP_037946682.1	26S proteasome regulatory subunit 7	Teleopsis dalmanni	139649	
XP_004535800.1	26S proteasome regulatory subunit 7	Ceratitis capitata	7213	LOC101453108
UJR26688.1				
CAF2607816.1				
XP_037897025.1	26S proteasome regulatory subunit 7	Glossina fuscipes	7396	
GME87948.1				
OWB63657.1				
XP_017471531.1	26S protease regulatory subunit 7	Rhagoletis zephyria	28612	
XP_018796029.1	26S protease regulatory subunit 7	Bactrocera latifrons	174628	LOC108973296
XP_017839110.1	26S proteasome regulatory subunit 7	Drosophila busckii	30019	LOC108597193
XP_032590881.1	26S proteasome regulatory subunit 7	Drosophila grimshawi	7222	LOC116805072
XP_015019104.1	26S proteasome regulatory subunit 7	Drosophila mojavensis	7230	LOC26528687
GMF98345.1				
GME71554.1				
XP_052611426.1				
UXY88431.1				
GMF11155.1				
OWB81409.1				
XP_055629883.1	26S proteasome regulatory subunit 7	Toxorhynchites rutilus septentrionalis	329112	
KAI3686179.1				
CAI6376720.1				
KAF2972109.1				
AFJ45055.1				
KAI5177582.1				
XP_050056126.1				
OEJ90024.1				
CAI6376720.1				
XP_001011427.1	40S ribosomal protein S8-2	Tetrahymena thermophila SB210	312017	
CAH2099452.1				
XP_039592560.1	RAD54 homolog B	Polypterus senegalus	55291	
XP_039592559.1	RAD54 homolog B	Polypterus senegalus	55291	
XP_039592563.1	RAD54 homolog B	Polypterus senegalus	55291	
XP_028673598.1	RAD54 homolog B	Erpetoichthys calabaricus	27687	
XP_043627879.1	40S ribosomal protein S8	Erigeron canadensis	72917	
XP_051784514.1				
XP_022172208.1	tigger transposable element-derived protein 6-like	Myzus persicae	13164	LOC111035030
XP_050056126.1	tigger transposable element-derived protein 6-like	Aphis gossypii	80765	
XP_035212025.1	tigger transposable element-derived protein 6-like	Stegodyphus dumicola	202533	LOC118186108
XP_002740600.1	tigger transposable element-derived protein 6-like	Saccoglossus kowalevskii	10224	LOC100368241
AQX44070.1				
QYB18645.1				
WP_130624175.1				
XP_045462918.1				
XP_051784514.1	tigger transposable element-derived protein 6-like	Erpetoichthys calabaricus	27687	
XP_002735168.1	tigger transposable element-derived protein 6-like	Saccoglossus kowalevskii	10224	LOC100374421
QHD45061.1				
TBU20858.1				
XP_039953998.1	tigger transposable element-derived protein 6-like	Bactrocera tryoni	59916	LOC120770522
TBU10749.1				
XP_041347231.1				
TBU03337.1				
XP_050339345.1	tigger transposable element-derived protein 4-like	Bactrocera neohumeralis	98809	LOC126765680
XP_026816812.1	tigger transposable element-derived protein 4-like	Rhopalosiphum maidis	43146	LOC113556201
XP_051784514.1				
KAI5148113.1				
EQB59819.1				
EQB60355.1				
YP_010530066.1	RNA polymerase b''-subunit	Ulva tepida	1451047	
YP_010020355.1	DNA-directed RNA polymerase subunit beta	Ulva australis	111616	
XP_054259576.1				
XP_008181524.1				
MCY4327357.1				
XP_053961586.1				
XP_043925694.1	dynein axonemal heavy chain 10	Protopterus annectens	7888	
XP_043942935.1	uncharacterized LOC122814417	Protopterus annectens	7888	
XP_048708039.1	protein kinase C and casein kinase substrate in neurons 3	Caretta caretta	8467	ENSCECG00000012806
XP_048692170.1	uncharacterized LOC125630376	Caretta caretta	8467	
XP_048695862.1	uncharacterized LOC125632159	Caretta caretta	8467	
XP_014670741.1	uncharacterized LOC106811578	Priapulus caudatus	37621	LOC106811578
XP_048693528.1	uncharacterized LOC125631223	Caretta caretta	8467	ENSCECG00000019127
XP_048718776.1	uncharacterized LOC125642086	Caretta caretta	8467	
KAJ8315193.1				
XP_048674874.1	uncharacterized LOC125621727	Caretta caretta	8467	ENSCECG00000013720
WP_157801535.1				
XP_050497689.1	uncharacterized LOC126878818	Diabrotica virgifera virgifera	50390	LOC126878818
XP_050498525.1	uncharacterized LOC126879506	Diabrotica virgifera virgifera	50390	LOC126879506
CAF0801582.1				
XP_050518886.1	uncharacterized LOC126892977	Diabrotica virgifera virgifera	50390	LOC126892977
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
KAE9546906.1				
XP_056017299.1	tigger transposable element-derived protein 6-like	Ostrea edulis	37623	
KAG0442155.1				
XP_014662536.1	tigger transposable element-derived protein 6-like	Priapulus caudatus	37621	LOC106805461
KAF0147144.1				
CAG2198877.1				
CAH3996190.1				
KAF0685318.1				
KAH9096579.1				
RVE44556.1				
CAH0731852.1				
CAH0713248.1				
MCG8079327.1				
XP_054276524.1	tigger transposable element-derived protein 6-like	Macrosteles quadrilineatus	74068	LOC128995531
XP_021916826.1	tigger transposable element-derived protein 6-like	Zootermopsis nevadensis	136037	
CAF0988202.1				
XP_054708872.1	tigger transposable element-derived protein 6-like	Uloborus diversus	327109	LOC129218581
KAG0442155.1				
RNA36565.1				
XP_023307626.1				
XP_043462863.1	tigger transposable element-derived protein 4-like	Leptopilina heterotoma	63436	
XP_011196741.1				
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
XP_030006278.1	tigger transposable element-derived protein 6-like	Sphaeramia orbicularis	375764	
XP_021916826.1	tigger transposable element-derived protein 6-like	Zootermopsis nevadensis	136037	
XP_022290403.1	tigger transposable element-derived protein 6-like	Crassostrea virginica	6565	LOC111102041
BBO58633.1				
WP_259286135.1				
CAF1266670.1				
WP_130624175.1				
XP_014085140.1				
XP_011209921.1				
XP_030370228.1				
XP_055679509.1				
VDD76027.1				
CDS15399.1				
KAF6774959.1				
XP_011921645.1				
CDS30149.1				
PKA47060.1				
VDL20056.1				
MQL85982.1				
CAF1373166.1				
OUM53416.1				
CAH2307851.1				
KAI4353607.1				
CAI9301987.1				
XP_030543876.1	serine/threonine-protein phosphatase PP1-like	Rhodamnia argentea	178133	
UXY87928.1				
XP_024356237.1	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	Echinococcus granulosus	6210	
UXY87431.1				
KAJ8043940.1				
XP_951769.1				
XP_050382860.1	serine/threonine-protein phosphatase PP1-like	Potentilla anserina	57926	
KAI5440313.1				
CAD8176960.1				
KAG8225533.1				
EFX84597.1				
CAD8183708.1				
CAD8080035.1				
CAB3259597.1				
XP_023755429.1	serine/threonine-protein phosphatase PP1 isozyme 3	Lactuca sativa	4236	
XP_030926145.1	serine/threonine-protein phosphatase PP1-like	Quercus lobata	97700	
KAF7491903.1				
CAH0729504.1				
TXG54357.1				
CAD8186387.1				
XP_046445433.1	serine/threonine-protein phosphatase PP1-beta catalytic subunit	Daphnia pulex	6669	LOC124195022
GFO41539.1				
XP_002737102.1				
XP_046445434.1	serine/threonine-protein phosphatase PP1-beta catalytic subunit	Daphnia pulex	6669	LOC124195022
XP_028526154.1				
XP_001453992.1	uncharacterized protein	Paramecium tetraurelia	5888	
XP_011201117.2	probable tRNA N6-adenosine threonylcarbamoyltransferase	Bactrocera dorsalis	27457	LOC105224659
QYB18732.1				
XP_039965796.1	probable tRNA N6-adenosine threonylcarbamoyltransferase	Bactrocera tryoni	59916	LOC120778138
XP_018783906.1	probable tRNA N6-adenosine threonylcarbamoyltransferase	Bactrocera latifrons	174628	LOC108965757
XP_001457726.1	uncharacterized protein	Paramecium tetraurelia	5888	
CAG4950863.1				
XP_039965797.1	probable tRNA N6-adenosine threonylcarbamoyltransferase	Bactrocera tryoni	59916	LOC120778140
KAI5148113.1				
MCB1712129.1				
XP_027203593.1	probable tRNA N6-adenosine threonylcarbamoyltransferase	Dermatophagoides pteronyssinus	6956	LOC113797422
XP_047993443.1	probable tRNA N6-adenosine threonylcarbamoyltransferase	Leguminivora glycinivorella	1035111	ENSLGLG00000006942
TBU03337.1				
TBU11234.1				
TBU19509.1				
XP_055911628.1	probable tRNA N6-adenosine threonylcarbamoyltransferase	Eupeodes corollae	290404	ENSEEAG00000001853
XP_045495929.1	probable tRNA N6-adenosine threonylcarbamoyltransferase	Colias croceus	72248	
MCB1712129.1				
XP_048708038.1				
XP_015364768.1	probable tRNA N6-adenosine threonylcarbamoyltransferase	Diuraphis noxia	143948	LOC107162402
KAG0437143.1				
TBU06551.1				
MDE5978285.1				
XP_004833427.1	reverse transcriptase domain containing protein	Theileria equi strain WA	1537102	
XP_004829132.1	reverse transcriptase domain containing protein	Theileria equi strain WA	1537102	
XP_004832885.1	reverse transcriptase domain containing protein	Theileria equi strain WA	1537102	
XP_004829764.1	reverse transcriptase domain containing protein	Theileria equi strain WA	1537102	
XP_029654271.1	uncharacterized LOC115227649	Octopus sinensis	2607531	LOC115227649
WP_225597080.1				
XP_030006278.1				
XP_015913217.2				
EQB59819.1				
XP_029656221.1	uncharacterized LOC115230149	Octopus sinensis	2607531	LOC115230149
TBU10749.1				
TBU20858.1				
KAG0442155.1				
XP_008302761.1				
XP_029655786.1	uncharacterized LOC115229598	Octopus sinensis	2607531	LOC115229598
XP_029656130.1	uncharacterized LOC115230029	Octopus sinensis	2607531	LOC115230029
CAG9563419.1				
EXX53800.1				
KAG0441503.1				
CAI6370435.1				
GBC10893.1				
GES96528.1				
XP_029654314.1	uncharacterized LOC115227702	Octopus sinensis	2607531	LOC115227702
CAG4974917.1				
KAG0441503.1				
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
POW15875.1				
XP_018911557.1				
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
CAB4407547.1				
CAB4419445.1				
XP_046549186.1				
XP_022290403.1	tigger transposable element-derived protein 6-like	Crassostrea virginica	6565	LOC111102041
CAF4939503.1				
RTG80888.1				
XP_015913217.2	tigger transposable element-derived protein 4-like	Parasteatoda tepidariorum	114398	LOC107443765
XP_023237227.1	tigger transposable element-derived protein 4-like	Centruroides sculpturatus	218467	LOC111636250
XP_056017299.1	tigger transposable element-derived protein 6-like	Ostrea edulis	37623	
PAV80575.1				
UFQ87295.1				
KAF7684273.1				
KAI5148113.1				
KAF7682523.1				
KAF7676620.1				
XP_047505969.1	tigger transposable element-derived protein 6-like	Pieris napi	78633	
XP_023802339.1	CENP-B homolog protein 2-like	Cyanistes caeruleus	156563	
XP_056017299.1				
CAB4441110.1				
XP_024081818.1				
CAB4491436.1				
YP_010530156.1	RNA polymerase b''-subunit	Ulva torta	932731	
XP_029654854.1	uncharacterized LOC115228408	Octopus sinensis	2607531	LOC115228408
XP_029653912.1	uncharacterized LOC115227137	Octopus sinensis	2607531	LOC115227137
CAB4491435.1				
CAB5211203.1				
KAF0147144.1				
KAI9154228.1				
CAB5323547.1				
CAG8674270.1				
XP_001713418.1	hypothetical protein	Guillardia theta	55529	
CAB5124186.1				
CAB4485235.1				
CAB5379913.1				
CAB4492171.1				
CAD2107650.1				
VDM31670.1				
KAF7685763.1				
KAI9551044.1				
KAH9287245.1				
KAF7687784.1				
WGH25690.1				
WP_187471395.1				
KAI9551044.1				
OUZ99640.1				
CAH1446352.1				
KAF7685601.1				
KAF7685763.1				
KAF7687784.1				
YP_010530066.1	RNA polymerase b''-subunit	Ulva tepida	1451047	
WP_259286135.1				
AEX98175.1				
XP_028540511.1	"conserved Plasmodium membrane protein, unknown function"	Plasmodium sp. gorilla clade G2	880535	
MCJ8746933.1				
KAG8343448.1				
CCC90392.1				
XP_041931403.1	zinc finger BED domain-containing protein 4-like	Alosa sapidissima	34773	
XP_019849902.1	zinc finger BED domain-containing protein 4-like	Amphimedon queenslandica	400682	
CAG9840122.1				
VDP92007.1				
RZF43820.1				
XP_028535162.1	"conserved Plasmodium protein, unknown function"	Plasmodium relictum	85471	
KAI6652070.1				
XP_050681048.1				
KAF7494274.1				
KPM02428.1				
XP_009313808.1	threonyl-tRNA synthetase	Trypanosoma grayi	71804	
XP_054714292.1	pre-mRNA-splicing factor RBM22-like	Uloborus diversus	327109	LOC129223936
KAF8570960.1				
XP_046566532.1	pre-mRNA-splicing factor RBM22-like	Haliotis rubra	36100	LOC124275089
XP_051955281.1	pre-mRNA-splicing factor RBM22	Xyrauchen texanus	154827	
XP_038223471.1				
XP_028132120.2	pre-mRNA-splicing factor RBM22	Diabrotica virgifera virgifera	50390	LOC114327648
KAF5397852.1				
XP_052393047.1	pre-mRNA-splicing factor RBM22-like	Carassius gibelio	101364	
CAH8873457.1				
XP_022174717.1				
XP_022527745.1	pre-mRNA-splicing factor RBM22	Astyanax mexicanus	7994	ENSAMXG00025008346
KAA3678698.1				
UXI21535.1				
KAF7257233.1				
KAG0441503.1				
CAF0988202.1				
XP_004832283.1				
KAI9551044.1				
